Date,Product,Category,Region,Units_Sold,Cost Price,Revenue,Selling Price,Profit,Profit_Margin
2024-10-03,Laptop,Electronics,North America,6,582.34,3494.04,2608.47,2026.13,57.99
2024-06-03,Router,Accessories,North America,13,238.32,3098.16,2391.1,2152.78,69.49
2024-08-15,Monitor,Accessories,Europe,6,678.32,4069.92,2537.87,1859.55,45.69
2024-07-18,Smartphone,Electronics,South America,11,633.56,6969.16,4923.55,4289.99,61.56
2024-01-10,Monitor,Accessories,Europe,8,159.87,1278.96,855.93,696.06,54.42
2023-10-25,Tablet,Electronics,South America,17,646.16,10984.72,9494.0,8847.84,80.55
2024-05-29,Laptop,Electronics,Europe,16,876.7,14027.2,12145.14,11268.44,80.33
2024-12-01,Tablet,Electronics,Europe,16,437.9,7006.4,5885.53,5447.63,77.75
2023-06-13,Tablet,Electronics,Europe,9,997.51,8977.59,5467.42,4469.91,49.79
2024-01-03,Laptop,Electronics,Europe,10,722.09,7220.9,5638.89,4916.8,68.09
2023-08-26,Laptop,Electronics,Asia,8,946.7,7573.6,6307.09,5360.39,70.78
2023-08-28,Laptop,Electronics,Europe,14,401.75,5624.5,3487.78,3086.03,54.87
2024-01-05,Monitor,Accessories,South America,12,835.28,10023.36,8577.63,7742.35,77.24
2023-02-17,Laptop,Electronics,Asia,19,596.69,11337.11,9487.15,8890.46,78.42
2024-12-21,Printer,Accessories,Asia,7,289.71,2027.97,1356.33,1066.62,52.6
2024-08-15,Printer,Accessories,Europe,18,341.71,6150.78,3876.8,3535.09,57.47
2024-10-31,Monitor,Accessories,Asia,15,232.55,3488.25,3111.25,2878.7,82.53
2024-10-31,Laptop,Electronics,Asia,8,202.99,1623.92,978.59,775.6,47.76
2023-08-17,Printer,Accessories,South America,8,286.55,2292.4,1809.1,1522.55,66.42
2023-12-20,Monitor,Accessories,South America,10,330.82,3308.2,2337.56,2006.74,60.66
2023-01-07,Printer,Accessories,Europe,13,156.31,2032.03,1347.54,1191.23,58.62
2023-06-19,Tablet,Electronics,North America,4,232.23,928.92,652.84,420.61,45.28
2024-10-20,Smartphone,Electronics,Europe,2,846.38,1692.76,1374.53,528.15,31.2
2023-05-02,Router,Accessories,Europe,6,802.5,4815.0,3327.58,2525.08,52.44
2024-11-22,Monitor,Accessories,South America,17,497.57,8458.69,7572.81,7075.24,83.64
2024-08-27,Tablet,Electronics,South America,10,840.14,8401.4,5184.45,4344.31,51.71
2023-09-07,Laptop,Electronics,Europe,2,512.59,1025.18,838.09,325.5,31.75
2024-08-29,Tablet,Electronics,Europe,16,592.51,9480.16,8508.75,7916.24,83.5
2023-02-10,Printer,Accessories,Europe,17,875.98,14891.66,10337.23,9461.25,63.53
2023-06-20,Smartphone,Electronics,Europe,7,606.3,4244.1,3520.69,2914.39,68.67
2023-03-29,Tablet,Electronics,South America,18,523.78,9428.04,7512.42,6988.64,74.13
2024-04-27,Monitor,Accessories,Europe,12,534.86,6418.32,5465.0,4930.14,76.81
2024-02-25,Printer,Accessories,Europe,7,205.31,1437.17,1207.1,1001.79,69.71
2023-07-06,Printer,Accessories,Asia,16,395.41,6326.56,4657.59,4262.18,67.37
2024-12-03,Smartphone,Electronics,South America,8,276.78,2214.24,1960.56,1683.78,76.04
2024-08-27,Laptop,Electronics,Europe,5,559.13,2795.65,2294.87,1735.74,62.09
2024-01-30,Tablet,Electronics,North America,14,680.27,9523.78,6370.91,5690.64,59.75
2023-07-27,Printer,Accessories,South America,7,939.09,6573.63,5406.68,4467.59,67.96
2024-09-12,Laptop,Electronics,Europe,6,218.49,1310.94,1122.7,904.21,68.97
2024-09-21,Printer,Accessories,North America,3,296.84,890.52,583.16,286.32,32.15
2024-05-30,Laptop,Electronics,North America,2,912.87,1825.74,1426.19,513.32,28.12
2024-11-06,Tablet,Electronics,North America,6,972.93,5837.58,4502.98,3530.05,60.47
2024-06-18,Monitor,Accessories,Asia,6,437.09,2622.54,2201.15,1764.06,67.27
2024-12-15,Printer,Accessories,South America,3,904.59,2713.77,1903.02,998.43,36.79
2024-05-08,Monitor,Accessories,Asia,5,257.61,1288.05,1032.8,775.19,60.18
2023-05-18,Smartphone,Electronics,South America,7,630.04,4410.28,3640.7,3010.66,68.26
2023-03-27,Smartphone,Electronics,South America,13,883.6,11486.8,9623.39,8739.79,76.09
2023-07-13,Laptop,Electronics,North America,13,308.85,4015.05,2728.67,2419.82,60.27
2024-06-19,Laptop,Electronics,North America,1,416.1,416.1,261.37,-154.73,-37.19
2024-11-01,Tablet,Electronics,Asia,8,928.67,7429.36,4546.9,3618.23,48.7
2024-01-06,Laptop,Electronics,Europe,14,648.95,9085.3,7971.05,7322.1,80.59
2024-10-29,Printer,Accessories,Asia,15,917.59,13763.85,10191.04,9273.45,67.38
2023-10-10,Router,Accessories,South America,2,784.38,1568.76,1182.65,398.27,25.39
2024-02-28,Printer,Accessories,South America,7,941.65,6591.55,4698.07,3756.42,56.99
2024-01-15,Printer,Accessories,South America,14,844.8,11827.2,7702.02,6857.22,57.98
2023-11-11,Printer,Accessories,Asia,16,406.37,6501.92,4897.08,4490.71,69.07
2024-04-02,Router,Accessories,Europe,1,867.68,867.68,762.27,-105.41,-12.15
2023-08-08,Printer,Accessories,South America,15,244.61,3669.15,2228.98,1984.37,54.08
2024-07-17,Printer,Accessories,North America,2,293.95,587.9,412.0,118.05,20.08
2024-02-03,Router,Accessories,North America,12,752.14,9025.68,5717.57,4965.43,55.01
2023-05-29,Monitor,Accessories,South America,8,352.94,2823.52,1841.07,1488.13,52.7
2023-03-07,Smartphone,Electronics,Europe,1,649.69,649.69,428.76,-220.93,-34.01
2023-03-23,Printer,Accessories,North America,19,775.69,14738.11,9397.7,8622.01,58.5
2024-02-15,Printer,Accessories,Asia,17,289.7,4924.9,3777.09,3487.39,70.81
2023-02-28,Tablet,Electronics,South America,8,936.23,7489.84,5364.2,4427.97,59.12
2023-01-11,Tablet,Electronics,Asia,18,386.24,6952.32,5734.47,5348.23,76.93
2023-02-04,Printer,Accessories,Europe,19,572.26,10872.94,9052.52,8480.26,77.99
2024-11-16,Monitor,Accessories,South America,19,273.08,5188.52,3573.31,3300.23,63.61
2023-04-03,Printer,Accessories,Asia,4,415.37,1661.48,1451.93,1036.56,62.39
2024-08-19,Smartphone,Electronics,Asia,4,967.02,3868.08,2332.78,1365.76,35.31
2023-08-20,Printer,Accessories,Europe,17,735.62,12505.54,9839.44,9103.82,72.8
2024-02-18,Printer,Accessories,North America,14,815.03,11410.42,7798.32,6983.29,61.2
2023-03-16,Printer,Accessories,Asia,1,180.09,180.09,161.63,-18.46,-10.25
2023-04-30,Printer,Accessories,Asia,1,941.94,941.94,617.65,-324.29,-34.43
2024-08-11,Smartphone,Electronics,South America,16,507.53,8120.48,5355.84,4848.31,59.7
2024-07-30,Monitor,Accessories,Europe,9,315.99,2843.91,2312.21,1996.22,70.19
2024-04-14,Router,Accessories,South America,14,503.9,7054.6,6165.51,5661.61,80.25
2023-03-11,Monitor,Accessories,Europe,10,914.29,9142.9,7261.79,6347.5,69.43
2023-11-20,Monitor,Accessories,Asia,8,620.1,4960.8,4322.38,3702.28,74.63
2024-07-02,Laptop,Electronics,Asia,5,203.32,1016.6,897.11,693.79,68.25
2023-10-22,Laptop,Electronics,South America,17,106.19,1805.23,1198.19,1092.0,60.49
2023-03-19,Printer,Accessories,Europe,12,470.08,5640.96,4065.56,3595.48,63.74
2023-11-18,Smartphone,Electronics,Europe,18,906.01,16308.18,14233.01,13327.0,81.72
2023-10-03,Tablet,Electronics,Europe,16,721.95,11551.2,7872.03,7150.08,61.9
2023-07-24,Tablet,Electronics,Europe,2,266.17,532.34,374.04,107.87,20.26
2024-09-25,Smartphone,Electronics,Europe,1,205.23,205.23,165.14,-40.09,-19.53
2023-05-03,Laptop,Electronics,South America,14,636.47,8910.58,6506.09,5869.62,65.87
2023-01-07,Printer,Accessories,North America,5,419.62,2098.1,1287.34,867.72,41.36
2024-01-16,Printer,Accessories,Asia,12,759.7,9116.4,7271.23,6511.53,71.43
2024-08-11,Smartphone,Electronics,South America,18,195.27,3514.86,3029.48,2834.21,80.64
2024-06-07,Smartphone,Electronics,South America,8,691.33,5530.64,4808.98,4117.65,74.45
2024-03-09,Monitor,Accessories,North America,8,843.9,6751.2,5672.99,4829.09,71.53
2023-12-22,Monitor,Accessories,Europe,5,188.86,944.3,588.01,399.15,42.27
2023-05-04,Router,Accessories,South America,5,206.84,1034.2,924.75,717.91,69.42
2024-12-06,Laptop,Electronics,North America,5,160.51,802.55,624.75,464.24,57.85
2024-01-24,Printer,Accessories,North America,1,729.73,729.73,572.9,-156.83,-21.49
2024-01-06,Printer,Accessories,Asia,11,579.06,6369.66,4019.12,3440.06,54.01
2024-07-15,Smartphone,Electronics,Europe,13,611.18,7945.34,5473.6,4862.42,61.2
2024-04-27,Printer,Accessories,Asia,9,128.6,1157.4,965.98,837.38,72.35
2023-07-08,Monitor,Accessories,South America,15,229.88,3448.2,2188.61,1958.73,56.8
2024-03-05,Router,Accessories,Asia,12,571.23,6854.76,4561.69,3990.46,58.21
2024-02-15,Smartphone,Electronics,South America,5,652.57,3262.85,2205.22,1552.65,47.59
2024-08-08,Tablet,Electronics,Europe,10,423.29,4232.9,3585.54,3162.25,74.71
2023-10-04,Tablet,Electronics,South America,17,168.8,2869.6,2493.01,2324.21,80.99
2023-07-20,Tablet,Electronics,Europe,16,426.3,6820.8,5741.17,5314.87,77.92
2023-01-10,Tablet,Electronics,South America,17,601.58,10226.86,6614.84,6013.26,58.8
2023-05-18,Router,Accessories,Asia,6,520.02,3120.12,2323.37,1803.35,57.8
2023-11-04,Smartphone,Electronics,North America,6,609.12,3654.72,2393.12,1784.0,48.81
2023-04-12,Router,Accessories,Europe,8,827.57,6620.56,5608.19,4780.62,72.21
2023-08-09,Smartphone,Electronics,South America,13,513.21,6671.73,4610.07,4096.86,61.41
2024-04-05,Router,Accessories,Asia,3,115.08,345.24,277.49,162.41,47.04
2024-01-05,Smartphone,Electronics,Asia,17,478.69,8137.73,6351.54,5872.85,72.17
2023-01-21,Monitor,Accessories,North America,15,528.04,7920.6,5721.24,5193.2,65.57
2024-11-26,Printer,Accessories,Europe,6,688.74,4132.44,3247.15,2558.41,61.91
2024-08-12,Router,Accessories,Europe,4,605.97,2423.88,1974.07,1368.1,56.44
2023-12-30,Smartphone,Electronics,South America,13,301.58,3920.54,2633.59,2332.01,59.48
2023-03-22,Monitor,Accessories,Asia,15,651.52,9772.8,8615.16,7963.64,81.49
2024-10-08,Tablet,Electronics,Europe,12,724.0,8688.0,6902.36,6178.36,71.11
2024-03-07,Router,Accessories,South America,4,713.22,2852.88,2516.4,1803.18,63.21
2023-03-23,Tablet,Electronics,Asia,12,833.2,9998.4,7834.24,7001.04,70.02
2023-11-18,Smartphone,Electronics,Asia,17,909.33,15458.61,13737.73,12828.4,82.99
2024-09-11,Router,Accessories,South America,3,419.41,1258.23,910.9,491.49,39.06
2024-03-31,Smartphone,Electronics,South America,14,350.29,4904.06,3261.63,2911.34,59.37
2023-06-21,Tablet,Electronics,North America,4,600.7,2402.8,1462.7,862.0,35.87
2023-08-29,Router,Accessories,Asia,16,137.72,2203.52,1599.22,1461.5,66.33
2023-04-08,Laptop,Electronics,South America,8,552.18,4417.44,3619.85,3067.67,69.44
2023-02-25,Laptop,Electronics,South America,9,381.75,3435.75,2923.65,2541.9,73.98
2023-03-27,Laptop,Electronics,Asia,7,940.87,6586.09,5762.34,4821.47,73.21
2023-06-09,Laptop,Electronics,South America,10,384.93,3849.3,2639.5,2254.57,58.57
2023-08-23,Tablet,Electronics,Asia,10,383.34,3833.4,2349.55,1966.21,51.29
2024-10-03,Tablet,Electronics,Europe,7,758.35,5308.45,4498.07,3739.72,70.45
2023-06-24,Laptop,Electronics,North America,13,692.25,8999.25,5421.31,4729.06,52.55
2023-11-30,Monitor,Accessories,South America,14,196.85,2755.9,2288.61,2091.76,75.9
2023-10-06,Printer,Accessories,South America,6,326.05,1956.3,1669.24,1343.19,68.66
2024-12-15,Printer,Accessories,Europe,8,592.72,4741.76,3235.38,2642.66,55.73
2024-10-17,Router,Accessories,Asia,3,845.64,2536.92,2064.68,1219.04,48.05
2024-05-08,Printer,Accessories,Europe,4,391.91,1567.64,1050.58,658.67,42.02
2024-03-28,Smartphone,Electronics,Asia,19,411.23,7813.37,6261.07,5849.84,74.87
2023-09-24,Tablet,Electronics,Asia,6,496.52,2979.12,1905.81,1409.29,47.31
2023-01-01,Printer,Accessories,Europe,16,657.41,10518.56,7745.04,7087.63,67.38
2023-10-21,Monitor,Accessories,North America,10,123.19,1231.9,962.19,839.0,68.11
2024-05-03,Smartphone,Electronics,North America,14,719.24,10069.36,6405.28,5686.04,56.47
2023-10-27,Printer,Accessories,Europe,9,278.29,2504.61,1552.13,1273.84,50.86
2024-07-15,Smartphone,Electronics,Europe,15,477.86,7167.9,5369.25,4891.39,68.24
2024-07-28,Monitor,Accessories,South America,2,253.84,507.68,368.29,114.45,22.54
2023-06-17,Router,Accessories,South America,10,908.17,9081.7,5678.23,4770.06,52.52
2024-10-02,Tablet,Electronics,Asia,16,246.72,3947.52,2645.41,2398.69,60.76
2024-10-26,Router,Accessories,Asia,11,847.14,9318.54,8242.02,7394.88,79.36
2023-07-12,Laptop,Electronics,Europe,7,221.91,1553.37,1039.89,817.98,52.66
2023-10-24,Laptop,Electronics,South America,2,933.82,1867.64,1355.7,421.88,22.59
2024-04-08,Smartphone,Electronics,South America,11,478.0,5258.0,3170.08,2692.08,51.2
2024-07-01,Laptop,Electronics,Europe,6,803.45,4820.7,3346.11,2542.66,52.74
2023-10-16,Smartphone,Electronics,Europe,15,136.23,2043.45,1586.75,1450.52,70.98
2023-01-09,Tablet,Electronics,North America,13,609.59,7924.67,4769.68,4160.09,52.5
2023-01-16,Monitor,Accessories,Europe,15,344.34,5165.1,4500.21,4155.87,80.46
2024-03-06,Smartphone,Electronics,South America,15,561.86,8427.9,5548.38,4986.52,59.17
2024-02-06,Laptop,Electronics,South America,5,180.92,904.6,595.2,414.28,45.8
2023-07-16,Smartphone,Electronics,South America,15,883.62,13254.3,8284.7,7401.08,55.84
2023-05-05,Router,Accessories,Europe,16,398.8,6380.8,5097.23,4698.43,73.63
2024-04-16,Router,Accessories,North America,15,576.95,8654.25,5611.5,5034.55,58.17
2024-11-12,Tablet,Electronics,South America,10,287.73,2877.3,1982.22,1694.49,58.89
2024-11-28,Smartphone,Electronics,Asia,6,411.9,2471.4,1785.13,1373.23,55.56
2024-06-17,Laptop,Electronics,Asia,13,403.78,5249.14,4413.77,4009.99,76.39
2024-10-15,Smartphone,Electronics,Europe,11,677.35,7450.85,5051.29,4373.94,58.7
2023-02-23,Router,Accessories,Europe,15,367.56,5513.4,3688.45,3320.89,60.23
2023-08-30,Router,Accessories,South America,19,683.29,12982.51,11197.87,10514.58,80.99
2023-05-03,Monitor,Accessories,Europe,4,195.03,780.12,478.67,283.64,36.36
2023-02-13,Printer,Accessories,South America,11,424.43,4668.73,3741.43,3317.0,71.05
2023-06-08,Smartphone,Electronics,North America,12,173.11,2077.32,1864.97,1691.86,81.44
2023-06-11,Monitor,Accessories,North America,10,554.16,5541.6,3519.94,2965.78,53.52
2023-04-20,Tablet,Electronics,South America,10,484.74,4847.4,3388.75,2904.01,59.91
2023-11-21,Printer,Accessories,Asia,17,550.64,9360.88,7427.47,6876.83,73.46
2023-07-17,Laptop,Electronics,South America,7,940.99,6586.93,5313.85,4372.86,66.39
2024-12-24,Monitor,Accessories,Asia,7,114.58,802.06,678.15,563.57,70.27
2024-12-14,Monitor,Accessories,Europe,17,900.92,15315.64,13747.15,12846.23,83.88
2023-07-11,Printer,Accessories,Asia,1,686.88,686.88,573.05,-113.83,-16.57
2024-04-24,Smartphone,Electronics,Europe,7,327.72,2294.04,1972.11,1644.39,71.68
2024-06-27,Tablet,Electronics,South America,12,154.91,1858.92,1275.87,1120.96,60.3
2023-09-27,Printer,Accessories,Asia,18,706.46,12716.28,10860.54,10154.08,79.85
2023-01-01,Router,Accessories,South America,12,236.6,2839.2,2461.23,2224.63,78.35
2023-01-20,Printer,Accessories,Asia,2,789.25,1578.5,949.66,160.41,10.16
2023-09-02,Smartphone,Electronics,North America,6,229.06,1374.36,832.2,603.14,43.89
2024-02-01,Tablet,Electronics,South America,10,723.12,7231.2,4844.9,4121.78,57.0
2023-06-07,Printer,Accessories,Asia,13,695.03,9035.39,7189.19,6494.16,71.87
2023-04-09,Printer,Accessories,North America,18,140.5,2529.0,2074.4,1933.9,76.47
2023-05-13,Tablet,Electronics,North America,2,265.11,530.22,412.64,147.53,27.82
2023-04-20,Monitor,Accessories,Europe,12,398.77,4785.24,3539.17,3140.4,65.63
2023-02-02,Printer,Accessories,South America,9,660.46,5944.14,5005.13,4344.67,73.09
2024-06-22,Printer,Accessories,Asia,16,125.07,2001.12,1579.71,1454.64,72.69
2023-08-02,Router,Accessories,South America,2,697.44,1394.88,1240.87,543.43,38.96
2024-04-24,Router,Accessories,North America,15,901.35,13520.25,10452.02,9550.67,70.64
2024-07-25,Router,Accessories,South America,7,550.25,3851.75,2391.24,1840.99,47.8
2024-12-26,Laptop,Electronics,Asia,14,855.84,11981.76,7647.31,6791.47,56.68
2023-02-11,Router,Accessories,North America,2,925.54,1851.08,1336.44,410.9,22.2
2023-08-25,Printer,Accessories,South America,14,806.29,11288.06,10140.34,9334.05,82.69
2023-07-17,Printer,Accessories,Europe,1,853.78,853.78,669.66,-184.12,-21.57
2024-10-02,Tablet,Electronics,South America,6,366.24,2197.44,1319.2,952.96,43.37
2024-10-15,Printer,Accessories,Asia,16,296.1,4737.6,3783.21,3487.11,73.6
2024-12-20,Router,Accessories,South America,8,215.0,1720.0,1260.26,1045.26,60.77
2023-06-20,Tablet,Electronics,South America,14,755.9,10582.6,7376.7,6620.8,62.56
2023-12-12,Router,Accessories,Europe,13,853.54,11096.02,7081.6,6228.06,56.13
2024-09-06,Monitor,Accessories,Asia,14,221.12,3095.68,1945.1,1723.98,55.69
2024-07-17,Smartphone,Electronics,Asia,9,514.6,4631.4,3472.12,2957.52,63.86
2024-10-10,Monitor,Accessories,Asia,5,193.09,965.45,695.71,502.62,52.06
2023-09-04,Printer,Accessories,Europe,8,359.43,2875.44,1983.0,1623.57,56.46
2024-07-17,Router,Accessories,Asia,11,100.03,1100.33,895.27,795.24,72.27
2023-02-05,Smartphone,Electronics,North America,8,904.96,7239.68,6132.6,5227.64,72.21
2023-05-19,Smartphone,Electronics,North America,5,563.02,2815.1,1760.89,1197.87,42.55
2023-08-16,Tablet,Electronics,Asia,2,646.42,1292.84,926.47,280.05,21.66
2024-12-07,Smartphone,Electronics,Europe,8,185.47,1483.76,1030.44,844.97,56.95
2023-02-08,Monitor,Accessories,Asia,11,846.75,9314.25,8317.98,7471.23,80.21
2023-05-22,Smartphone,Electronics,Asia,11,578.68,6365.48,5487.59,4908.91,77.12
2023-09-13,Tablet,Electronics,Asia,3,902.19,2706.57,2000.55,1098.36,40.58
2023-04-05,Printer,Accessories,South America,15,386.47,5797.05,4328.72,3942.25,68.0
2023-08-11,Router,Accessories,North America,6,633.07,3798.42,3070.63,2437.56,64.17
2024-05-09,Tablet,Electronics,South America,1,669.16,669.16,427.26,-241.9,-36.15
2023-04-08,Printer,Accessories,Asia,12,724.08,8688.96,7039.65,6315.57,72.68
2024-08-13,Monitor,Accessories,North America,9,823.69,7413.21,5395.2,4571.51,61.67
2023-12-09,Smartphone,Electronics,South America,19,757.22,14387.18,11304.75,10547.53,73.31
2023-05-04,Tablet,Electronics,North America,13,706.33,9182.29,7623.59,6917.26,75.33
2023-02-25,Smartphone,Electronics,North America,15,655.4,9831.0,8405.39,7749.99,78.83
2024-07-06,Printer,Accessories,Europe,19,303.43,5765.17,4412.17,4108.74,71.27
2024-05-29,Router,Accessories,Europe,16,354.04,5664.64,3905.33,3551.29,62.69
2023-02-21,Router,Accessories,South America,13,587.24,7634.12,4777.51,4190.27,54.89
2024-09-01,Printer,Accessories,North America,19,849.18,16134.42,14402.26,13553.08,84.0
2024-03-18,Smartphone,Electronics,South America,15,589.91,8848.65,5929.68,5339.77,60.35
2024-08-08,Router,Accessories,North America,11,344.61,3790.71,2728.36,2383.75,62.88
2024-05-07,Printer,Accessories,Europe,15,428.34,6425.1,5090.54,4662.2,72.56
2024-02-09,Router,Accessories,Europe,4,270.94,1083.76,878.41,607.47,56.05
2024-09-22,Router,Accessories,Europe,14,403.57,5649.98,4985.96,4582.39,81.1
2023-03-15,Smartphone,Electronics,South America,5,118.84,594.2,412.81,293.97,49.47
2024-12-02,Printer,Accessories,North America,13,789.87,10268.31,8323.82,7533.95,73.37
2024-11-18,Monitor,Accessories,South America,4,456.34,1825.36,1509.35,1053.01,57.69
2023-12-23,Tablet,Electronics,Asia,14,376.52,5271.28,3747.92,3371.4,63.96
2024-08-31,Router,Accessories,North America,9,325.79,2932.11,1865.22,1539.43,52.5
2023-06-23,Smartphone,Electronics,South America,11,972.39,10696.29,7630.22,6657.83,62.24
2023-05-30,Monitor,Accessories,North America,19,169.05,3211.95,2087.18,1918.13,59.72
2023-07-24,Router,Accessories,Asia,3,692.29,2076.87,1867.78,1175.49,56.6
2024-09-27,Tablet,Electronics,Asia,13,203.63,2647.19,2289.77,2086.14,78.81
2024-04-05,Monitor,Accessories,North America,6,509.84,3059.04,2216.24,1706.4,55.78
2024-07-13,Printer,Accessories,Asia,9,262.47,2362.23,1603.34,1340.87,56.76
2024-05-09,Printer,Accessories,Europe,16,623.56,9976.96,7187.79,6564.23,65.79
2023-06-24,Laptop,Electronics,Asia,2,134.28,268.56,211.09,76.81,28.6
2024-12-14,Printer,Accessories,Asia,4,597.13,2388.52,1859.63,1262.5,52.86
2024-02-02,Router,Accessories,Asia,19,365.92,6952.48,5276.87,4910.95,70.64
2023-04-21,Laptop,Electronics,Asia,11,609.27,6701.97,5846.84,5237.57,78.15
2023-08-25,Monitor,Accessories,North America,18,254.88,4587.84,3962.2,3707.32,80.81
2024-05-11,Printer,Accessories,North America,3,236.3,708.9,517.38,281.08,39.65
2023-07-23,Printer,Accessories,South America,4,652.96,2611.84,1977.42,1324.46,50.71
2024-06-26,Smartphone,Electronics,Asia,4,280.69,1122.76,779.76,499.07,44.45
2024-02-07,Router,Accessories,Europe,2,667.08,1334.16,1132.16,465.08,34.86
2023-12-22,Router,Accessories,Asia,18,376.28,6773.04,4460.45,4084.17,60.3
2024-10-02,Smartphone,Electronics,Europe,1,390.79,390.79,350.27,-40.52,-10.37
2023-10-10,Laptop,Electronics,Asia,13,454.72,5911.36,4616.77,4162.05,70.41
2023-01-31,Printer,Accessories,Asia,19,564.65,10728.35,8305.82,7741.17,72.16
2023-06-05,Smartphone,Electronics,South America,5,109.44,547.2,475.25,365.81,66.85
